Unnamed: 0,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,IP_Address,Dst_IP,Timestamp
15,443.0,6.0,94560.0,6.0,6.0,708.0,2206.0,387.0,0.0,118.0,159.2846509,1460.0,0.0,367.6666667,580.7177169,30816.41286,126.9035533,8596.363636,11364.57037,24593.0,0.0,72803.0,14560.6,12473.71331,24614.0,300.0,71704.0,14340.8,13062.22421,24912.0,0.0,0.0,132.0,132.0,63.45177665,63.45177665,0.0,1460.0,224.1538462,413.7688256,171204.641,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,242.8333333,118.0,367.6666667,6.0,708.0,6.0,2206.0,8192.0,7484.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.13.72.52,16.241.222.203,2024-11-4' '4:31.31
16,443.0,6.0,326.0,3.0,0.0,31.0,0.0,31.0,0.0,10.33333333,17.89785834,0.0,0.0,0.0,0.0,95092.02454,9202.453988,163.0,181.019336,291.0,35.0,326.0,163.0,181.019336,291.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,9202.453988,0.0,0.0,31.0,7.75,15.5,240.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.33333333,10.33333333,0.0,3.0,31.0,0.0,0.0,258.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.97.205.65,21.71.11.155,2022-8-6' '8:15.10
17,445.0,6.0,265510.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.06534594,88503.33333,152292.8364,264355.0,76.0,265510.0,132755.0,186217.985,264431.0,1079.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,28.0,11.29900945,3.766336485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,8192.0,8192.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.160.36.52,62.209.4.24,2022-3-4' '15:0.43
18,445.0,6.0,197309.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.27277012,65769.66667,113874.8376,197261.0,0.0,197309.0,98654.5,139518.5319,197309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,32.0,15.20457759,5.06819253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,8192.0,8192.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.75.144.165,10.104.152.133,2024-10-18' '12:3.31
19,443.0,6.0,20736131.0,6.0,8.0,676.0,3695.0,387.0,0.0,112.6666667,155.3520733,1460.0,0.0,461.875,652.749446,210.7914924,0.675150056,1595087.0,5685077.626,20500000.0,0.0,148903.0,29780.6,26448.50185,50038.0,449.0,20700000.0,2955528.286,7743483.985,20500000.0,0.0,0.0,132.0,172.0,0.289350024,0.385800032,0.0,1460.0,291.4,507.9598972,258023.2571,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,312.2142857,112.6666667,461.875,6.0,676.0,8.0,3695.0,8192.0,7516.0,3.0,20.0,220161.0,0.0,220161.0,220161.0,20500000.0,0.0,20500000.0,20500000.0,13.145.126.12,223.142.132.54,2023-6-8' '17:13.16
20,443.0,6.0,239.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8368.200837,239.0,0.0,239.0,239.0,239.0,239.0,0.0,239.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,8368.200837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,258.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.248.243.171,188.201.216.219,2023-9-8' '6:22.14
21,80.0,6.0,24309.0,3.0,5.0,434.0,2337.0,434.0,0.0,144.6666667,250.5700168,1460.0,0.0,467.4,672.3866447,113990.703,329.0962195,3472.714286,5812.254488,12156.0,0.0,11970.0,5985.0,8249.107709,11818.0,152.0,12507.0,3126.75,6132.096943,12324.0,0.0,0.0,72.0,112.0,123.4110823,205.6851372,0.0,1460.0,307.8888889,528.6687158,279490.6111,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,346.375,144.6666667,467.4,3.0,434.0,5.0,2337.0,8192.0,237.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.174.163.232,225.249.149.184,2023-10-2' '7:56.28
22,80.0,6.0,186.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10752.68817,186.0,0.0,186.0,186.0,186.0,186.0,0.0,186.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,10752.68817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,256.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.170.133.147,65.121.190.28,2023-7-3' '16:36.30
23,443.0,6.0,2118433.0,11.0,12.0,2008.0,4432.0,1078.0,0.0,182.5454545,315.1251699,1460.0,0.0,369.3333333,539.5099348,3039.982855,10.85708163,96292.40909,390615.3587,1842811.0,1.0,275621.0,27562.1,28566.04463,73318.0,32.0,2071166.0,188287.8182,557908.9518,1868880.0,1.0,0.0,232.0,252.0,5.192517299,5.664564327,0.0,1460.0,268.3333333,440.8583196,194356.058,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,280.0,182.5454545,369.3333333,11.0,2008.0,12.0,4432.0,8192.0,8002.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.172.78.20,248.121.221.39,2024-9-22' '14:10.1
24,443.0,6.0,207.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9661.835749,207.0,0.0,207.0,207.0,207.0,207.0,0.0,207.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,9661.835749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,255.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.103.195.248,34.234.248.213,2022-4-18' '10:4.48
25,443.0,6.0,60398.0,9.0,7.0,557.0,3773.0,206.0,0.0,61.88888889,88.34371008,1460.0,0.0,539.0,655.4329358,71691.1156,264.9094341,4026.533333,6043.405814,16918.0,1.0,60398.0,7549.75,7536.80794,19826.0,24.0,43982.0,7330.333333,10521.1155,23973.0,1.0,0.0,192.0,152.0,149.0115567,115.8978774,0.0,1460.0,254.7058824,474.6863128,225327.0956,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,270.625,61.88888889,539.0,9.0,557.0,7.0,3773.0,8192.0,119.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.100.251.135,215.227.36.0,2022-12-4' '5:23.27
26,443.0,6.0,70200.0,9.0,7.0,557.0,3782.0,206.0,0.0,61.88888889,88.34371008,1460.0,0.0,540.2857143,654.3652686,61809.11681,227.9202279,4680.0,7559.720469,17633.0,1.0,70200.0,8775.0,9183.227475,18632.0,17.0,53431.0,8905.166667,14135.54742,34610.0,1.0,0.0,192.0,152.0,128.2051282,99.71509972,0.0,1460.0,255.2352941,474.4712227,225122.9412,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,271.1875,61.88888889,540.2857143,9.0,557.0,7.0,3782.0,8192.0,123.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.148.242.108,150.112.136.199,2022-6-17' '2:3.32
27,52456.0,6.0,7991.0,2.0,1.0,38.0,0.0,38.0,0.0,19.0,26.87005769,0.0,0.0,0.0,0.0,4755.349768,375.4223501,3995.5,5622.206017,7971.0,20.0,7991.0,7991.0,0.0,7991.0,7991.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,20.0,250.2815668,125.1407834,0.0,38.0,19.0,21.93931023,481.3333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,25.33333333,19.0,0.0,2.0,38.0,1.0,0.0,123.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.216.251.39,48.87.124.74,2023-5-16' '20:56.4
28,443.0,6.0,977158.0,19.0,62.0,2338.0,61593.0,659.0,0.0,123.0526316,215.9566504,1380.0,0.0,993.4354839,580.0379473,65425.44809,82.89345224,12214.475,49693.2821,431092.0,0.0,977158.0,54286.55556,97296.14521,431092.0,20.0,935230.0,15331.63934,69302.87809,529684.0,0.0,0.0,392.0,1248.0,19.44414312,63.44930912,0.0,1380.0,779.6463415,638.2398127,407350.0586,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,789.2716049,123.0526316,993.4354839,19.0,2338.0,62.0,61593.0,8192.0,6447.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.197.55.224,200.219.66.24,2023-12-7' '15:52.58
29,52448.0,6.0,14728.0,11.0,1.0,13205.0,0.0,1380.0,0.0,1200.454545,436.3281709,0.0,0.0,0.0,0.0,896591.5263,814.774579,1338.909091,4431.045463,14699.0,0.0,14728.0,1472.8,4654.943007,14721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,20.0,746.8766974,67.89788159,0.0,1380.0,1121.923077,524.1641698,274748.0769,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1215.416667,1200.454545,0.0,11.0,13205.0,1.0,0.0,6447.0,0.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.88.202.152,180.193.219.24,2023-12-14' '6:34.11
30,80.0,6.0,49009.0,3.0,4.0,436.0,859.0,436.0,0.0,145.3333333,251.7247174,859.0,0.0,214.75,429.5,26423.71809,142.8309086,8168.166667,12319.93583,24211.0,1.0,24396.0,12198.0,17014.40337,24229.0,167.0,24798.0,8266.0,13728.15279,24113.0,1.0,0.0,72.0,92.0,61.21324655,81.61766206,0.0,859.0,161.875,320.3455445,102621.2679,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,185.0,145.3333333,214.75,3.0,436.0,4.0,859.0,8192.0,31.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.119.199.137,18.2.96.54,2024-3-1' '18:11.5
31,80.0,6.0,208.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9615.384615,208.0,0.0,208.0,208.0,208.0,208.0,0.0,208.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,9615.384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,253.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.126.79.112,111.109.246.24,2024-10-7' '5:25.25
32,443.0,6.0,70596.0,9.0,7.0,513.0,3285.0,195.0,0.0,57.0,83.68841019,1430.0,0.0,469.2857143,663.1738621,53799.0821,226.6417361,4706.4,7152.069708,24152.0,0.0,70596.0,8824.5,9584.670111,24152.0,18.0,58774.0,9795.666667,14585.21344,37531.0,0.0,0.0,192.0,152.0,127.4859765,99.15575953,0.0,1430.0,223.4117647,462.1386506,213572.1324,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,237.375,57.0,469.2857143,9.0,513.0,7.0,3285.0,8192.0,172.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.200.1.63,9.181.157.225,2024-2-13' '19:4.41
33,52482.0,6.0,3667.0,2.0,1.0,38.0,0.0,38.0,0.0,19.0,26.87005769,0.0,0.0,0.0,0.0,10362.6943,818.1074448,1833.5,2568.918936,3650.0,17.0,3667.0,3667.0,0.0,3667.0,3667.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,20.0,545.4049632,272.7024816,0.0,38.0,19.0,21.93931023,481.3333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,25.33333333,19.0,0.0,2.0,38.0,1.0,0.0,176.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.65.125.87,245.48.196.112,2023-2-21' '18:30.9
34,443.0,6.0,333413.0,9.0,7.0,519.0,3234.0,201.0,0.0,57.66666667,84.93968448,1430.0,0.0,462.0,668.5244947,11256.30974,47.98853074,22227.53333,38520.21314,96794.0,0.0,333413.0,41676.625,50346.70502,114531.0,17.0,236610.0,39435.0,55183.56113,121712.0,0.0,0.0,192.0,152.0,26.99354854,20.9949822,0.0,1430.0,220.7647059,463.3286535,214673.4412,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,234.5625,57.66666667,462.0,9.0,519.0,7.0,3234.0,8192.0,172.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.77.211.192,176.144.151.99,2023-6-27' '23:10.44
35,52481.0,6.0,92445.0,2.0,1.0,38.0,0.0,38.0,0.0,19.0,26.87005769,0.0,0.0,0.0,0.0,411.055222,32.45172805,46222.5,65343.03054,92427.0,18.0,92445.0,92445.0,0.0,92445.0,92445.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,20.0,21.63448537,10.81724268,0.0,38.0,19.0,21.93931023,481.3333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,25.33333333,19.0,0.0,2.0,38.0,1.0,0.0,176.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.17.163.103,31.220.33.241,2022-2-25' '24:53.36
36,443.0,6.0,154905.0,9.0,6.0,518.0,2878.0,200.0,0.0,57.55555556,84.72914362,1430.0,0.0,479.6666667,624.3174406,21923.11417,96.83354314,11064.64286,18603.22354,64296.0,0.0,154905.0,19363.125,21522.08261,64296.0,17.0,70935.0,14187.0,22033.48026,50602.0,0.0,0.0,192.0,132.0,58.10012588,38.73341726,0.0,1430.0,212.25,423.9329349,179719.1333,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,226.4,57.55555556,479.6666667,9.0,518.0,6.0,2878.0,8192.0,172.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.131.232.84,216.218.107.189,2022-5-3' '16:8.42
